"ID","Name","Agriculture","Commercial electricity","Commercial gas","Commerical use of other fuels","Industry electricity","Industry gas","Industrial use of other fuels","Large industrial installations"
E08000024,"Sunderland",4.1,36.5,25.8,4.9,50.6,74.6,32.7,0.5
