areacd,areanm,cvd_mortality_rate_period,cvd_mortality_rate,employment_rate,econ_inactivity_rate,gdhi_per_head,child_poverty_pct,no_qualifications_pct,level3_plus_qual_pct,fuel_poverty_pct,housing_affordability_ratio,avg_house_price,ghg_emissions,air_pollution_regulating,domestic_gas_consumption,domestic_elec_consumption,coverage_4g_pct,coverage_5g_pct,gigabit_broadband_pct,premises_below_30mbps_pct,adult_obesity_pct,cigarette_smokers_pct,population_density,median_age,job_density
E07000223,Adur,2022-01-01/P3Y,22.906761883926706,77.6,22.4,23470,21.32775745,,66.9,8.058422721446401,9.61,380031.0,3.12,2.115613,8743.117089,2505.95,99.81,99.91,95.4,0.9,24.92315,10.1,1542,45.0,0.62
E07000032,Amber Valley,2022-01-01/P3Y,29.593364827051,78.0,19.2,22715,23.37614168,3.7,62.8,10.413391752232515,6.22,237857.0,5.08,6.520846,10215.14989,2439.6,99.97,99.9,89.2,1.5,29.01824,12.5,491,45.0,0.69
E07000224,Arun,2022-01-01/P3Y,25.9915048961835,81.2,13.0,25129,27.32623427,4.2,71.1,7.832760330152844,10.13,321927.0,2.88,5.900879,9206.857603,2468.35,99.44,93.24,82.3,1.2,36.47196,10.8,770,49.0,0.65
E07000170,Ashfield,2022-01-01/P3Y,42.8231855245639,64.4,31.3,18772,29.79916318,10.6,53.5,10.649440137812231,6.04,190024.0,4.07,5.91107,10215.14989,2397.2,100.0,99.89,97.0,0.6,28.15522,10.8,1183,42.0,0.77
E07000105,Ashford,2022-01-01/P3Y,21.581189630718303,68.1,28.3,25687,22.86792179,11.5,63.1,8.081143416270619,9.21,344332.0,4.4,5.130148,9308.507986,2692.45,99.83,95.32,76.0,5.6,24.19801,12.0,243,41.0,0.9
E07000200,Babergh,2022-01-01/P3Y,20.2089874024017,69.7,24.8,26268,23.24089672,4.9,51.5,10.702951068163518,9.67,328612.0,5.12,4.529093,9542.592277,2710.2,99.97,93.5,75.4,2.2,23.65177,12.6,163,49.0,0.73
E09000002,Barking and Dagenham,2022-01-01/P3Y,46.42920932558889,72.2,25.2,21179,39.24213885,10.7,58.1,12.798899232685848,9.77,371030.0,3.32,7.949982,9590.85685,2427.7,100.0,100.0,95.3,0.9,35.01903,13.9,6447,32.0,0.42
E09000003,Barnet,2022-01-01/P3Y,21.693561554956,67.8,26.4,36880,27.24965723,7.5,69.8,9.436222300430352,12.07,603753.0,2.65,15.602297,12470.84264,2619.55,100.0,100.0,80.2,1.1,16.33209,8.5,4668,38.0,0.67
E08000016,Barnsley,2022-01-01/P3Y,35.7187477369764,69.7,27.1,20404,31.49997829,9.5,60.5,,,,,11.402602,12286.0,2882.8,,,,,35.04764,14.4,765,42.0,0.62
E07000066,Basildon,2022-01-01/P3Y,28.4104681470239,74.9,17.3,24180,26.53463881,7.5,41.3,7.030909068239343,9.12,360294.0,4.11,8.010978,9778.297315,2722.55,100.0,100.0,91.3,0.8,36.3455,13.4,1760,38.0,0.81
E07000084,Basingstoke and Deane,2022-01-01/P3Y,20.8621282878506,81.7,15.2,27908,17.24354768,1.6,74.0,7.137552804255992,8.12,368739.0,4.61,9.913534,9689.662254,2693.5,99.96,90.71,80.5,2.6,26.32682,9.5,305,40.0,0.78
E07000171,Bassetlaw,2022-01-01/P3Y,34.075954038258,77.9,21.1,21571,28.18388712,3.1,57.8,11.376120002189822,5.76,210596.0,7.71,6.564715,9880.406063,2480.4,100.0,98.82,80.9,2.5,32.15689,10.1,196,44.0,0.79
E06000022,Bath and North East Somerset,2022-01-01/P3Y,19.852319403333897,78.0,19.6,27296,16.286767,2.6,75.4,10.111544498882177,9.77,404480.0,3.45,9.507443,9650.519066,2588.5,99.97,96.67,79.3,3.5,17.19252,9.5,578,39.0,0.9
E06000055,Bedford,2022-01-01/P3Y,29.3714451227011,81.0,13.3,24378,24.90438923,3.6,71.2,9.282137319199776,8.37,329830.0,3.83,9.572464,9960.055662,2572.1,100.0,99.05,85.4,2.1,36.46653,12.1,409,39.0,0.77
E09000004,Bexley,2022-01-01/P3Y,27.7551533659622,73.9,18.7,25722,20.33826476,5.8,63.7,7.928917795566502,9.78,405477.0,3.24,9.479799,11042.57284,2658.35,100.0,100.0,93.4,0.7,33.00192,10.2,4234,39.0,0.52
E08000025,Birmingham,2022-01-01/P3Y,39.5282403778978,65.9,28.3,18312,44.43874303,9.4,60.8,13.777327834360428,6.53,234150.0,3.37,47.661021,11143.55462,2586.5,100.0,100.0,95.0,1.8,27.87532,14.3,4420,33.0,0.81
E07000129,Blaby,2022-01-01/P3Y,23.4683882678403,85.3,13.1,21201,18.54405353,5.2,69.0,7.5116438204975395,7.31,282918.0,5.62,5.164889,10691.52156,2542.1,100.0,100.0,91.7,0.8,32.6228,9.5,829,42.0,1.13
E06000008,Blackburn with Darwen,2022-01-01/P3Y,47.218004672357104,67.6,29.5,17049,38.50699339,10.2,55.8,11.729169041376952,5.14,165882.0,3.14,5.537295,10767.88896,2409.3,99.96,98.26,92.5,1.3,30.00725,15.3,1186,36.0,0.77
E06000009,Blackpool,2022-01-01/P3Y,54.3909259141405,69.7,28.4,18846,39.16777266,10.6,58.0,13.856887879279572,4.27,134923.0,2.84,4.029869,9257.846529,2364.0,100.0,100.0,93.6,0.2,32.21653,19.7,4132,42.0,0.81
E07000033,Bolsover,2022-01-01/P3Y,38.345421653664495,71.0,22.2,19162,29.25174825,8.8,52.4,11.85363247863248,5.47,188025.0,10.57,3.990899,9978.74327,2330.5,100.0,99.88,93.3,1.5,33.54914,13.8,522,43.0,0.65
E08000001,Bolton,2022-01-01/P3Y,42.9881645138781,65.6,30.2,19739,36.66671634,10.1,60.6,10.338606269531878,6.0,202770.0,3.69,11.876367,10223.49751,2427.6,100.0,99.99,95.0,0.7,28.94341,14.2,2218,38.0,0.69
E07000136,Boston,2022-01-01/P3Y,41.55933223636271,72.2,21.3,19426,35.16955319,13.3,48.0,11.77525786405279,6.88,180778.0,5.16,3.396806,9521.822914,2489.05,100.0,99.99,80.0,3.8,38.07913,16.1,195,42.0,0.8
E06000058,"Bournemouth, Christchurch and Poole",2022-01-01/P3Y,26.607569391829,77.6,19.7,25259,24.39065058,4.6,66.7,9.117983339685305,9.07,312162.0,2.86,16.72006,9070.498665,2394.95,100.0,99.67,89.0,0.8,27.28267,9.7,2523,42.0,0.85
E06000036,Bracknell Forest,2022-01-01/P3Y,23.3439129611288,80.3,16.3,27124,15.29562483,2.3,68.8,5.760394278514785,9.49,396103.0,2.97,6.758306,10352.78602,2809.5,100.0,99.75,97.2,1.0,25.09636,11.7,1196,39.0,0.9
E08000032,Bradford,2022-01-01/P3Y,47.7004108854317,69.7,24.9,17784,41.77328862,11.8,61.5,12.176845430449148,5.43,185028.0,3.23,21.763695,11464.49249,2450.2,99.95,99.8,95.5,1.2,26.59276,13.9,1538,36.0,0.66
E07000067,Braintree,2022-01-01/P3Y,25.897741931040105,75.6,20.9,25155,22.96160267,4.5,64.7,9.29274265687094,8.69,330637.0,4.6,7.377339,9696.763407,2733.7,99.96,95.96,90.3,1.5,28.62142,12.1,269,42.0,0.61
E07000143,Breckland,2022-01-01/P3Y,23.0511312567929,72.6,25.7,21834,25.87275829,7.2,58.6,10.602999210734016,7.7,273851.0,7.09,7.237318,8910.891089,2734.4,99.99,92.16,67.3,4.1,34.25342,10.7,112,47.0,0.77
E09000005,Brent,2022-01-01/P3Y,35.2831273110183,67.6,29.1,29569,42.34397404,5.3,72.6,11.421577361355345,13.89,544174.0,2.67,13.474355,11521.74565,2346.4,100.0,100.0,86.9,1.5,22.77829,9.8,8164,34.0,0.63
E07000068,Brentwood,2022-01-01/P3Y,22.3056078646514,81.3,18.7,34635,14.19402287,,66.2,7.707253886010362,10.53,513537.0,5.49,3.431245,12340.01738,2904.9,100.0,99.93,84.7,2.4,20.64371,8.4,518,42.0,0.79
E06000043,Brighton and Hove,2022-01-01/P3Y,24.6323467555195,75.7,20.9,28857,21.62470262,6.0,73.5,10.881909393081374,10.55,407803.0,2.56,9.38451,8715.196551,2252.15,100.0,100.0,86.7,1.0,18.61117,13.5,3427,37.0,0.86
E06000023,"Bristol, City of",2022-01-01/P3Y,29.9991705736426,76.1,20.8,24696,25.61122244,4.4,74.0,10.558264405708984,8.88,356824.0,3.01,20.470344,8543.31221,2413.4,100.0,100.0,94.1,2.2,19.18251,14.0,4509,33.0,1.01
E07000144,Broadland,2022-01-01/P3Y,20.8887286504166,79.0,20.3,24571,17.44896574,4.0,63.9,8.632761659994397,8.04,315128.0,5.33,5.510378,9656.718958,2523.9,100.0,97.06,81.6,2.1,20.93899,9.7,250,47.0,0.7
E09000006,Bromley,2022-01-01/P3Y,24.5003183064352,78.3,17.8,34399,15.30483876,7.3,73.9,7.916401930434078,10.25,518235.0,2.7,12.040243,11959.96195,2654.4,99.92,99.41,93.0,1.2,22.75507,8.8,2234,41.0,0.58
E07000234,Bromsgrove,2022-01-01/P3Y,22.778181941371603,85.9,14.1,28576,15.29205863,,83.0,8.810931607616741,7.95,339163.0,6.53,5.582257,11449.6908,2798.9,99.99,99.86,85.1,1.7,21.22335,8.7,469,45.0,0.79
E07000095,Broxbourne,2022-01-01/P3Y,27.0193110020222,76.1,20.3,25744,24.61025591,11.3,41.9,7.349495529096734,9.28,406678.0,3.14,4.389843,10535.69462,2735.4,100.0,100.0,92.1,0.8,25.56187,13.2,1980,40.0,0.66
E07000172,Broxtowe,2022-01-01/P3Y,29.119160457039104,83.3,14.1,21498,19.708412,8.4,65.7,9.759975183217652,6.57,253021.0,5.2,5.903115,10464.46948,2417.3,100.0,100.0,95.7,0.4,22.35474,11.8,1430,42.0,0.61
E06000060,Buckinghamshire,2022-01-01/P3Y,21.4003830409,81.2,16.3,32856,17.48471313,4.1,76.6,7.544663696159559,10.51,490508.0,4.98,29.682506,11974.34283,2938.8,99.94,99.17,82.0,2.3,22.38249,9.5,370,42.0,0.81
E07000117,Burnley,2022-01-01/P3Y,49.8385624782988,76.0,23.3,17234,39.92432804,9.6,63.5,13.309490662954252,3.91,134515.0,3.93,3.659817,9812.037661,2303.5,99.87,95.39,96.0,0.8,34.787,16.3,897,38.0,0.72
E08000002,Bury,2022-01-01/P3Y,36.51920868999471,73.2,23.7,22248,29.66371681,5.8,65.0,9.678490530235647,6.91,238446.0,4.15,8.099623,10430.21178,2457.6,100.0,99.99,94.2,0.6,34.10927,10.6,2000,40.0,0.66
E08000033,Calderdale,2022-01-01/P3Y,32.4025595423549,77.1,21.5,21103,31.0606823,3.6,68.6,11.788309636650869,5.28,191540.0,4.36,8.923609,10654.72761,2417.9,99.05,92.27,87.9,2.2,26.19638,11.9,580,42.0,0.82
E07000008,Cambridge,2022-01-01/P3Y,25.4682847660256,76.3,18.5,25834,17.60989011,3.2,83.4,10.470815924177474,11.32,471098.0,3.57,7.013133,9563.615613,2247.1,100.0,100.0,94.7,1.2,14.27555,11.4,3670,31.0,1.19
E09000007,Camden,2022-01-01/P3Y,28.777860003692304,71.5,25.4,61657,27.26452777,3.5,84.4,9.561654898021487,14.49,833067.0,4.67,7.873999,8129.764509999999,1961.5,100.0,100.0,95.2,1.0,10.40411,9.7,9961,33.0,2.96
E07000192,Cannock Chase,2022-01-01/P3Y,34.7859573467112,84.8,15.2,20117,28.98866609,5.6,44.5,10.39667447928183,6.29,230601.0,2.91,5.026188,10151.4558,2530.5,100.0,97.41,96.8,0.5,35.99218,12.5,1320,42.0,0.71
E07000106,Canterbury,2022-01-01/P3Y,22.5787181796727,67.2,27.7,23272,24.14716231,2.1,81.0,9.16322404851894,9.16,338030.0,3.65,5.185588,9682.443765,2443.9,99.98,93.66,75.0,3.0,27.15656,11.2,525,41.0,0.83
E07000069,Castle Point,2022-01-01/P3Y,20.575739381532895,85.2,12.1,25529,24.3584784,11.9,62.8,7.636326624087126,8.62,362602.0,3.2,3.358794,11356.39281,2853.35,100.0,100.0,89.2,0.5,33.27217,10.0,2028,46.0,0.57
E06000056,Central Bedfordshire,2022-01-01/P3Y,25.87065566368789,83.8,14.4,25673,17.83631322,2.4,67.6,7.921652252892628,8.36,356453.0,4.54,15.66692,9996.095666,2630.4,100.0,99.94,86.7,1.7,24.46855,11.5,441,40.0,0.66
E07000130,Charnwood,2022-01-01/P3Y,23.2002926326352,82.2,16.0,22158,21.46495808,4.8,72.3,8.813205819513684,7.22,276865.0,4.6,9.363521,10107.87294,2425.5,99.96,99.77,93.7,0.7,29.03614,9.4,675,39.0,0.7
E07000070,Chelmsford,2022-01-01/P3Y,25.44819232428789,83.9,16.1,27815,16.65543197,2.9,76.2,7.504512806271222,8.88,383103.0,4.65,8.039879,10543.70351,2773.7,100.0,99.75,87.9,2.0,22.17472,11.3,557,41.0,0.92
E07000078,Cheltenham,2022-01-01/P3Y,30.6534285766778,82.9,13.8,26389,19.688727,8.1,71.4,9.2672836534175,7.73,325399.0,2.84,11.248768,9217.547126,2382.9,100.0,99.98,93.5,0.3,24.56733,10.2,2613,41.0,1.03
E07000177,Cherwell,2022-01-01/P3Y,23.5418590452281,84.7,15.3,26994,19.4139532,3.6,66.5,8.135506587914584,8.54,353632.0,6.36,8.766091,9706.446874,2734.3,100.0,97.64,88.8,1.8,21.43652,11.4,289,40.0,0.91
E06000049,Cheshire East,2022-01-01/P3Y,29.5881376336974,83.3,14.5,28036,17.47282202,6.5,75.5,8.549466925259964,7.32,303387.0,6.53,20.285147,10437.10226,2605.7,99.32,95.84,83.7,3.0,23.90628,8.7,361,44.0,0.9
E06000050,Cheshire West and Chester,2022-01-01/P3Y,29.2831332171344,76.5,21.6,24584,20.16887931,5.2,67.0,8.71002763521516,6.21,269039.0,8.25,16.958859,9638.299234,2514.6,99.96,96.61,88.3,2.3,23.78496,9.6,404,43.0,0.86
E07000034,Chesterfield,2022-01-01/P3Y,36.5322389413503,69.9,28.9,20318,26.42581232,12.8,64.1,11.11501934576152,5.43,199439.0,4.2,4.57322,9681.745038,2245.0,100.0,100.0,90.5,0.6,26.70569,12.6,1606,44.0,0.98
E07000225,Chichester,2022-01-01/P3Y,22.978041874023106,65.5,32.2,31385,23.02697303,8.9,66.4,9.476360994343246,11.77,429978.0,4.24,5.802046,9430.981644,2752.4,99.62,85.08,67.3,4.6,18.4521,11.3,164,48.0,1.06
E07000118,Chorley,2022-01-01/P3Y,33.9836533227241,68.8,30.6,22525,19.63496096,7.3,62.6,8.543481583371543,5.59,212647.0,5.43,4.937741,9869.551694,2490.0,99.99,99.69,93.1,1.5,24.55591,13.2,596,43.0,0.64
E07000071,Colchester,2022-01-01/P3Y,25.958528437156502,75.5,24.5,23496,22.28219771,5.8,64.4,8.619518184310595,8.31,298003.0,3.92,8.239056,9635.695622,2585.2,100.0,99.44,82.2,1.9,27.38642,10.8,610,39.0,0.83
E07000079,Cotswold,2022-01-01/P3Y,22.9984414122328,69.9,28.3,37351,17.53935779,6.9,62.8,11.748589472706588,11.03,411764.0,6.88,8.811954,10249.1716,3035.8,99.62,75.03,72.2,2.6,18.04659,7.2,79,50.0,1.09
E06000047,County Durham,2022-01-01/P3Y,34.4123112437222,74.5,23.8,19439,29.18239421,8.3,60.9,9.975757429077367,4.28,138148.0,4.67,18.509192,10636.23524,2201.7,96.31,74.83,85.4,1.9,32.08497,12.9,242,43.0,0.64
E08000026,Coventry,2022-01-01/P3Y,40.27808160514029,71.9,22.4,19057,32.24722875,7.6,68.2,13.329044249052826,6.04,223731.0,3.27,17.529545,9858.672902,2428.2,100.0,100.0,97.7,0.6,28.62107,13.2,3741,34.0,0.74
E07000226,Crawley,2022-01-01/P3Y,27.489540770262497,78.6,21.4,21869,29.52352002,8.9,68.1,7.1665778360870815,9.05,338311.0,3.84,5.272021,9450.105001,2511.4,100.0,100.0,91.1,1.1,30.38195,18.2,2759,37.0,1.2
E09000008,Croydon,2022-01-01/P3Y,32.5782764287089,76.9,17.7,27096,30.30777948,7.0,74.4,10.023461079209644,9.59,394736.0,2.41,15.43568,11115.99359,2504.0,100.0,100.0,89.9,2.4,20.47911,12.5,4734,37.0,0.51
E06000063,Cumberland,2022-01-01/P3Y,34.796349858149,82.3,15.5,21411,22.89812495,7.0,63.5,10.84756628050735,4.18,172036.0,7.76,7.9912,9997.785402,2384.75,93.7,68.3,84.8,3.1,29.05855,,93,46.0,0.9
E07000096,Dacorum,2022-01-01/P3Y,24.191523012803696,74.3,20.3,30369,19.03958269,5.3,63.7,8.071513277391656,10.12,459438.0,3.95,7.328324,10987.69634,2682.2,99.98,98.93,86.3,2.0,26.69603,10.3,760,40.0,1.48
E06000005,Darlington,2022-01-01/P3Y,33.827264066938,81.2,16.0,20631,28.72255489,5.6,65.6,9.51339847151011,4.92,158188.0,4.99,4.284583,10325.22846,2265.85,99.99,99.84,92.7,2.3,32.13596,9.7,570,42.0,0.89
E07000107,Dartford,2022-01-01/P3Y,21.245146858214103,86.4,13.6,24579,20.1715386,,83.2,7.275213256601772,8.51,351594.0,5.6,4.756709,9537.370885,2511.6,100.0,100.0,84.0,1.8,29.71493,10.4,1719,37.0,0.9
E06000015,Derby,2022-01-01/P3Y,36.6172819813793,79.8,17.2,18915,32.53693864,7.2,67.7,11.854116852294649,6.04,204016.0,4.18,12.395211,9877.426148,2417.8,100.0,100.0,97.5,0.2,28.40441,12.7,3514,37.0,0.89
E07000035,Derbyshire Dales,2022-01-01/P3Y,20.2925905412664,80.5,19.5,30873,17.59469884,5.8,83.3,12.574432857931276,7.31,353364.0,9.85,3.497734,11149.35336,2574.65,99.43,95.09,63.3,5.6,25.88683,8.0,91,53.0,0.98
E08000017,Doncaster,2022-01-01/P3Y,44.3496663155484,74.5,23.1,19922,34.65624175,19.6,51.1,12.101524725078804,5.0,170784.0,5.78,15.085146,9875.439538,2320.9,100.0,99.94,96.4,0.7,36.05175,15.7,563,41.0,0.79
E06000059,Dorset,2022-01-01/P3Y,21.2489445023452,80.3,17.9,26336,23.30652245,4.3,62.6,9.758804338733514,9.32,325410.0,5.33,29.482036,8912.633092,2529.5,99.87,84.0,76.7,2.2,28.17906,9.6,157,52.0,0.88
E07000108,Dover,2022-01-01/P3Y,24.1143481285654,70.9,27.5,23269,28.30361446,9.5,53.9,10.201849826694591,7.35,276234.0,4.02,3.126076,8603.514398000001,2287.9,99.98,97.28,80.3,3.6,29.17157,12.4,380,45.0,0.65
E08000027,Dudley,2022-01-01/P3Y,36.7805335876919,79.7,17.7,19238,32.34368327,4.5,62.3,11.28813036837754,6.76,230781.0,3.04,13.145935,10280.04289,2499.077,100.0,100.0,97.2,0.3,36.60303,11.5,3388,41.0,0.6
E09000009,Ealing,2022-01-01/P3Y,29.699060114450496,79.4,14.8,30437,33.92461502,4.1,81.3,10.74538176916411,13.21,575814.0,2.75,13.423745,10783.80525,2373.4,100.0,100.0,89.4,0.7,18.04461,12.8,6949,36.0,0.56
E07000009,East Cambridgeshire,2022-01-01/P3Y,22.1500533260186,81.8,18.2,26924,16.89414797,,66.0,10.14626635873749,8.2,344211.0,15.13,4.75262,9678.743405,2699.65,100.0,98.38,87.1,2.2,23.78709,9.5,143,43.0,0.7
E07000040,East Devon,2022-01-01/P3Y,18.7146299220798,77.5,21.1,26367,21.04983877,4.9,66.9,9.693913683942156,8.36,345757.0,5.61,4.632312,8363.616342,2445.95,99.65,84.95,75.2,6.0,24.97366,8.7,194,50.0,0.78
E07000085,East Hampshire,2022-01-01/P3Y,17.9173228963969,82.5,14.4,30307,16.51490805,,74.1,7.417333735645444,8.86,446392.0,4.11,6.666477,10657.24622,2884.2,99.9,89.4,73.8,4.0,16.15606,8.2,253,47.0,0.73
E07000242,East Hertfordshire,2022-01-01/P3Y,21.571252436423503,79.5,16.5,32373,14.13256331,3.0,76.7,8.025184275184277,8.62,460778.0,4.16,7.561946,10933.13578,2844.5,99.99,98.16,84.0,2.2,25.73481,8.8,330,42.0,0.82
E07000137,East Lindsey,2022-01-01/P3Y,38.577817656417295,74.3,25.7,22327,33.61827561,12.9,46.8,11.705041079216958,6.98,216315.0,7.51,5.989291,9193.038918,2602.95,99.9,93.05,67.0,6.9,34.05475,13.7,82,54.0,0.68
E06000011,East Riding of Yorkshire,2022-01-01/P3Y,29.4304544436196,77.3,20.7,23705,21.60614273,3.6,67.0,10.159117960283156,5.98,220721.0,10.26,13.972782,10224.6175,2415.6,99.93,97.09,94.5,1.5,29.81669,10.0,148,49.0,0.75
E07000193,East Staffordshire,2022-01-01/P3Y,27.9740692817559,80.5,18.8,21422,28.57484743,8.9,76.1,12.21814368117462,6.38,225551.0,5.96,6.604727,9854.58013,2462.2,99.83,97.5,82.5,2.0,27.8,13.3,335,41.0,0.87
E07000244,East Suffolk,2022-01-01/P3Y,27.8856844579,79.1,19.9,24545,26.5000519,4.6,55.0,10.560344827586206,7.88,278376.0,4.83,8.500106,9184.194456,2458.3,99.99,81.66,85.4,1.9,26.23335,11.6,198,50.0,0.83
E07000061,Eastbourne,2022-01-01/P3Y,33.5739093661784,74.8,18.2,22888,31.23617739,6.7,64.9,9.356019550502054,7.39,251811.0,2.45,2.920497,8406.076307,2226.15,100.0,85.37,92.7,0.1,29.48302,10.6,2361,45.0,0.75
E07000086,Eastleigh,2022-01-01/P3Y,22.6754497218552,84.6,14.0,24127,18.47854212,8.5,59.8,6.044984403217862,8.13,308476.0,3.46,6.950472,9027.163439,2515.6,100.0,100.0,90.3,1.2,27.31964,8.6,1794,41.0,0.82
E07000207,Elmbridge,2022-01-01/P3Y,17.5628858031532,76.1,23.4,48562,11.25134264,3.1,78.9,6.84502249102886,12.52,743525.0,4.06,6.453316,13198.43725,3140.8,100.0,100.0,84.7,0.8,16.25931,7.4,1493,43.0,0.88
E09000010,Enfield,2022-01-01/P3Y,27.36080289966,67.9,29.7,27981,40.14314522,10.1,57.7,10.963783139300876,10.85,471019.0,3.37,12.550099,11379.63139,2621.2,100.0,100.0,91.2,1.0,25.32883,13.7,4052,38.0,0.69
E07000072,Epping Forest,2022-01-01/P3Y,26.0858568758671,78.6,17.8,34838,18.77403657,3.9,74.4,8.309360670885855,11.29,536765.0,6.92,6.024721,11598.27541,2924.45,100.0,99.95,88.1,2.4,18.5342,10.7,405,42.0,0.75
E07000208,Epsom and Ewell,2022-01-01/P3Y,17.605772247400697,91.7,6.7,30982,12.56385886,,79.4,7.5832213763248255,10.67,568810.0,2.56,3.194009,12812.03694,2857.0,100.0,100.0,95.9,0.2,17.28326,4.8,2443,42.0,0.76
E07000036,Erewash,2022-01-01/P3Y,31.498966595996,80.1,17.1,21075,24.51236049,5.8,74.2,10.399224300285294,5.92,217901.0,4.84,5.711683,9869.479707,2411.6,100.0,100.0,96.1,0.7,29.43876,12.3,1042,43.0,0.65
E07000041,Exeter,2022-01-01/P3Y,30.6134161970721,78.8,19.3,20569,21.51481888,5.4,70.6,9.692230432599182,8.69,280982.0,3.12,4.288416,7528.706290000001,2269.0,100.0,99.96,90.4,2.4,21.65897,11.0,2942,35.0,1.15
E07000087,Fareham,2022-01-01/P3Y,19.8555363526717,86.0,11.4,25716,15.578675,,70.1,6.165095247258034,7.89,328364.0,3.68,4.826025,9440.854949,2562.7,100.0,100.0,97.7,0.6,22.53884,8.5,1555,47.0,0.85
E07000010,Fenland,2022-01-01/P3Y,32.9131028423351,67.8,28.1,21448,30.78721322,5.3,60.4,9.844177264638224,6.8,223168.0,13.89,5.078304,9629.688955,2639.9,100.0,99.9,88.5,2.5,30.98043,19.8,192,44.0,0.72
E07000112,Folkestone and Hythe,2022-01-01/P3Y,27.293782411711,65.9,22.0,24236,27.42826205,9.7,50.5,9.803883570404247,8.11,304717.0,4.16,2.991953,8942.549504,2358.1,99.62,97.61,80.2,4.1,33.84198,10.6,315,47.0,0.67
E07000080,Forest of Dean,2022-01-01/P3Y,29.324752897990003,84.1,15.2,22810,25.28424847,3.8,73.5,11.785187820871244,6.5,288524.0,5.04,9.14429,9000.810884,2768.4,99.63,86.74,79.5,5.2,29.17201,12.5,171,48.0,0.63
E07000119,Fylde,2022-01-01/P3Y,27.714005428407603,73.0,27.0,27311,22.06236939,4.7,65.9,9.166645435785076,5.46,233647.0,6.43,2.891938,10192.49037,2539.1,100.0,100.0,94.4,0.6,25.99303,6.9,516,51.0,0.96
E08000037,Gateshead,2022-01-01/P3Y,38.669744249028,76.3,20.9,19127,28.22544392,6.1,70.8,9.14609555748944,4.8,158254.0,4.33,6.194968,10502.59087,2163.5,100.0,99.99,89.4,2.2,33.04699,10.8,1424,41.0,0.82
E07000173,Gedling,2022-01-01/P3Y,31.1557662152051,75.9,22.1,22513,21.15849898,3.1,68.2,9.184174624829469,6.63,250279.0,3.58,5.244038,10819.57606,2499.6,100.0,100.0,93.5,0.8,27.79334,10.2,1002,43.0,0.55
E07000081,Gloucester,2022-01-01/P3Y,40.3383016624987,84.6,9.7,20355,26.3388639,4.4,65.0,8.770077157602493,7.22,240887.0,3.2,12.2005,8860.954901000001,2480.0,100.0,100.0,94.8,0.6,35.01377,13.7,3418,38.0,0.87
E07000088,Gosport,2022-01-01/P3Y,26.7559214963457,82.3,16.5,21263,29.10908965,7.0,60.4,8.037013932210439,6.82,235188.0,2.15,2.868489,8020.086253,2429.05,100.0,100.0,97.9,0.1,40.80455,12.4,3268,43.0,0.45
E07000109,Gravesham,2022-01-01/P3Y,33.5564949058003,85.6,13.0,24201,27.01016149,4.9,63.6,9.336642296599369,8.53,345369.0,3.61,4.293477,9970.623605,2562.5,99.51,98.2,83.1,2.0,28.62631,13.4,1118,38.0,0.63
E07000145,Great Yarmouth,2022-01-01/P3Y,35.3332719085688,67.9,29.3,19700,37.22772277,6.6,52.8,11.510038445108927,6.32,209164.0,3.54,2.915712,8142.037662000001,2447.6,100.0,100.0,87.7,1.0,35.90252,13.1,577,46.0,0.71
E09000011,Greenwich,2022-01-01/P3Y,35.0952663785321,83.2,13.9,28453,29.19866387,4.2,77.7,9.159857632946885,10.12,465132.0,2.52,10.091461,9532.869454,2246.4,100.0,100.0,89.9,0.5,24.03491,10.8,6331,35.0,0.57
E07000209,Guildford,2022-01-01/P3Y,17.6759014182848,81.5,16.9,35921,14.16169289,3.4,75.7,8.289964691510903,10.58,523974.0,4.6,7.706927,11740.80185,2895.6,99.58,98.24,81.8,1.7,17.89233,9.7,559,38.0,0.99
E06000006,Halton,2022-01-01/P3Y,43.3550097267575,69.5,25.9,20341,28.25524576,9.9,57.9,9.021642353263475,5.56,193134.0,4.69,5.697065,8870.995526,2413.95,100.0,100.0,96.0,0.4,34.48724,11.8,1663,41.0,0.86
E09000013,Hammersmith and Fulham,2022-01-01/P3Y,25.3086182899303,75.8,21.2,51554,24.24157303,3.2,88.6,9.747885912463827,14.83,725562.0,3.14,8.327511,8242.664029000001,2058.9,100.0,100.0,91.0,1.6,15.20822,10.5,11504,33.0,1.16
E07000131,Harborough,2022-01-01/P3Y,24.8279604461166,80.0,17.0,28215,14.49005316,3.6,74.5,8.358146459477062,7.83,345848.0,6.8,5.525911,10881.65763,2693.0,99.84,94.62,80.8,2.7,29.93392,8.7,177,45.0,0.73
E09000014,Haringey,2022-01-01/P3Y,31.4417849525565,74.9,22.0,37746,38.2322518,8.0,69.8,11.385601232579312,13.02,634444.0,2.24,10.519752,9563.488495,2156.0,100.0,100.0,89.1,0.9,22.20352,13.8,8912,36.0,0.52
E07000073,Harlow,2022-01-01/P3Y,34.7221111206403,66.2,27.9,21411,27.81132766,10.1,64.5,7.821762282728825,8.73,313338.0,4.05,4.077604,9138.373585,2432.35,100.0,100.0,90.9,2.5,32.98454,15.1,3216,37.0,0.78
E09000015,Harrow,2022-01-01/P3Y,25.2869074194066,73.4,19.4,31249,29.32515108,7.1,66.0,10.432067164943176,12.16,524160.0,2.06,10.450594,13714.79383,2586.1,100.0,100.0,89.9,0.9,13.3369,9.1,5365,37.0,0.53
