"ID","Name","Bicycle theft","Burglary","Criminal damage and arson","Drugs","Possession of weapons","Public order","Robbery","Shoplifting","Theft from the person","Vehicle crime","Violence and sexual offences"
E08000024,"Sunderland",110,1398,2877,557,244,2025,419,3454,144,1107,9288
